"DRUGA","DRUGB","WEIGHT"
"13","865","1"
"2067","3038","1"
"43","262","1"
"10","425","1"
"43","264","1"
"37","373","1"
"14","787","1"
"15","1135","1"
"50","51","3"
"50","52","6"
"50","53","6"
"1899","8271","1"
"50","55","2"
"50","56","3"
"20","987","2"
"50","57","3"
"13","678","1"
"20","990","1"
"13","1208","1"
"40","372","4"
"1745","13048","1"
"40","364","3"
"10","1305","1"
"40","376","2"
"46","191","4"
"37","470","6"
"46","165","1"
"43","284","1"
"47","119","1"
"1719","13854","1"
"39","414","1"
"31","662","1"
"31","168","2"
"27","123","2"
"44","227","1"
"31","667","1"
"46","202","1"
"20","269","1"
"27","716","1"
"31","418","2"
"35","548","1"
"51","52","2"
"51","53","3"
"30","706","1"
"31","621","2"
"51","57","3"
"50","89","5"
"50","90","2"
"2022","4494","1"
"51","60","4"
"33","620","2"
"51","63","1"
"40","399","3"
"4093","5835","2"
"28","779","1"
"14","1213","1"
"51","68","2"
"12","1278","1"
"44","287","1"
"51","71","2"
"51","69","6"
"51","73","3"
"44","291","1"
"20","1036","1"
"29","758","1"
"51","77","4"
"44","294","1"
"51","76","6"
"51","80","3"
"13","1259","1"
"35","577","3"
"35","578","3"
"52","53","5"
"20","1046","3"
"51","85","1"
"2072","2969","1"
"52","57","2"
"51","89","5"
"51","90","1"
"13","1269","2"
"51","82","3"
"20","1054","1"
"51","94","7"
"40","421","1"
"51","96","8"
"28","800","1"
"50","129","1"
"35","595","1"
"51","99","4"
"33","659","2"
"33","657","1"
"13","1280","1"
"14","1251","1"
"51","102","1"
"52","69","2"
"6","1502","2"
"51","98","2"
"44","325","1"
"37","538","1"
"37","539","1"
"33","264","1"
"33","656","1"
"40","400","1"
"40","420","1"
"18","1103","1"
"31","646","1"
"53","56","2"
"51","119","12"
"53","57","4"
"52","89","4"
"50","153","2"
"51","123","5"
"29","800","1"
"51","125","1"
"31","746","1"
"30","777","2"
"52","94","1"
"51","129","3"
"53","68","1"
"51","131","4"
"745","44154","1"
"31","753","2"
"51","133","4"
"31","755","1"
"51","136","6"
"33","689","1"
"53","76","1"
"51","138","1"
"51","140","9"
"51","141","8"
"51","142","9"
"20","1104","1"
"51","144","10"
"20","1103","1"
"51","146","1"
"15","1262","1"
"51","147","3"
"14","1293","1"
"52","119","2"
"2094","2354","2"
"53","89","3"
"24","987","1"
"51","153","1"
"51","155","2"
"28","868","1"
"43","399","2"
"51","158","1"
"31","758","1"
"38","563","1"
"20","1116","1"
"6","1557","1"
"1996","5403","1"
"52","133","6"
"27","881","1"
"52","90","1"
"31","787","2"
"20","1129","2"
"2096","2289","1"
"51","170","2"
"51","143","4"
"51","172","4"
"53","90","2"
"20","1135","3"
"25","980","1"
"51","176","1"
"51","177","2"
"6","1453","1"
"51","164","4"
"51","180","1"
"20","1141","2"
"29","861","1"
"28","896","1"
"52","153","1"
"20","1145","1"
"51","186","10"
"40","473","1"
"26","948","1"
"2094","2392","1"
"14","1337","1"
"15","1292","1"
"50","195","1"
"25","258","1"
"51","194","1"
"33","753","4"
"51","195","1"
"53","69","2"
"14","1345","1"
"856","40779","1"
"51","145","1"
"1902","8356","2"
"43","450","1"
"30","749","1"
"27","948","1"
"53","143","1"
"53","144","2"
"16","1292","1"
"22583","22584","1"
"29","891","1"
"12","1419","1"
"51","211","1"
"56","57","1"
"17","1264","1"
"55","90","1"
"14","1361","1"
"51","216","25"
"2","1736","1"
"51","218","20"
"43","467","2"
"51","220","2"
"30","872","1"
"52","191","1"
"52","164","1"
"51","221","1"
"53","153","1"
"53","164","2"
"14","1373","1"
"6163","7336","1"
"33","787","2"
"33","773","1"
"30","881","1"
"26","1007","1"
"5854","16948","1"
"5854","16949","1"
"5854","16950","1"
"4","1693","1"
"48","239","1"
"43","486","1"
"51","238","4"
"48","323","1"
"51","235","3"
"40","573","2"
"24552","27053","1"
"56","89","2"
"27","979","1"
"51","246","2"
"753","44000","1"
"51","248","4"
"44","346","2"
"44","467","1"
"57","65","1"
"33","810","2"
"55","129","1"
"1730","13738","1"
"53","165","1"
"33","349","2"
"40","598","1"
"51","258","1"
"53","131","1"
"27","1004","1"
"31","881","4"
"51","261","5"
"51","263","1"
"2013","4977","1"
"51","262","1"
"29","948","1"
"51","267","5"
"2013","4979","1"
"2087","2689","1"
"18","1293","2"
"33","829","1"
"4","1729","1"
"51","270","1"
"14","1420","1"
"57","89","4"
"57","90","1"
"13","1455","2"
"2","1797","1"
"24","1116","1"
"44","497","1"
"2","1590","1"
"51","282","1"
"51","217","1"
"50","162","1"
"2072","3170","1"
"55","162","1"
"49","349","1"
"20","1249","1"
"10","335","1"
"20","1248","1"
"13","1459","1"
"29","974","1"
"29","975","1"
"51","294","2"
"47","418","1"
"51","191","1"
"49","323","1"
"2013","5012","1"
"17","1353","1"
"52","269","2"
"31","921","2"
"31","751","2"
"33","840","1"
"51","298","1"
"39","677","1"
"24","1143","1"
"24","1144","2"
"29","987","1"
"13","1487","1"
"40","155","2"
"52","144","1"
"51","306","1"
"51","312","2"
"36","608","1"
"31","934","1"
"33","754","1"
"40","657","1"
"25","563","1"
"14","1466","2"
"57","133","2"
"27","362","1"
"20","688","1"
"12278","14312","1"
"57","138","1"
"51","325","5"
"13","1504","1"
"3982","8977","1"
"24","1165","1"
"31","948","1"
"57","144","4"
"20","1292","1"
"46","487","1"
"856","40778","1"
"30","979","1"
"51","335","2"
"33","894","1"
"46","216","1"
"33","896","1"
"57","153","1"
"6","1459","1"
"30","212","1"
"60","63","1"
"52","311","2"
"60","65","8"
"51","345","2"
"51","346","5"
"60","68","2"
"60","69","6"
"1791","11944","1"
"14","1497","2"
"40","691","1"
"2","1861","1"
"29","1029","1"
"2","1873","1"
"60","76","7"
"60","77","3"
"60","75","1"
"46","498","1"
"20","1305","1"
"60","81","6"
"14","1508","1"
"60","82","7"
"3850","13666","2"
"51","364","3"
"29","1046","1"
"51","366","2"
"60","87","1"
"60","89","1"
"60","90","2"
"31","990","3"
"51","251","2"
"51","372","3"
"14","1520","1"
"60","94","4"
"60","96","3"
"51","373","3"
"51","367","4"
"51","378","3"
"3850","13667","2"
"12","1589","1"
"60","102","3"
"51","376","1"
"44","600","1"
"2013","4978","1"
"50","416","1"
"785","43158","1"
"27","1131","1"
"51","360","9"
"4051","7425","1"
"785","43157","1"
"60","97","1"
"31","1006","1"
"10","629","1"
"31","993","1"
"44","546","1"
"31","155","1"
"44","586","1"
"60","119","1"
"51","399","3"
"60","120","2"
"48","491","1"
"57","216","3"
"51","402","1"
"46","559","1"
"51","404","2"
"29","1088","1"
"27","248","2"
"51","408","3"
"52","372","1"
"51","410","2"
"40","751","1"
"60","133","5"
"40","754","3"
"51","414","2"
"2072","3299","1"
"60","131","2"
"27","1158","1"
"51","418","2"
"60","139","1"
"31","1030","1"
"57","229","1"
"60","143","2"
"60","144","5"
"2","1943","1"
"4","1881","1"
"31","1046","2"
"51","427","3"
"28","1141","1"
"2108","2188","1"
"1440","22907","1"
"51","430","3"
"14","1579","1"
"40","753","2"
"53","372","1"
"17","1488","1"
"3850","13738","1"
"13","1615","1"
"60","123","2"
"36","898","1"
"53","378","1"
"60","162","2"
"33","979","1"
"2979","40744","1"
"60","155","7"
"60","165","1"
"51","425","1"
"60","168","1"
"2022","3848","1"
"33","629","1"
"60","126","1"
"44","668","1"
"51","416","1"
"63","81","1"
"4","1806","1"
"51","455","1"
"2","1699","1"
"51","451","3"
"60","179","1"
"2","943","1"
"49","522","1"
"2","945","1"
"30","1103","1"
"28","1131","1"
"60","80","2"
"12","1674","2"
"60","186","3"
"25","948","1"
"64","65","2"
"31","1088","2"
"51","469","15"
"51","471","2"
"5339","33152","1"
"60","191","3"
"26","1249","1"
"5614","24630","1"
"51","476","6"
"51","477","1"
"53","416","1"
"40","810","1"
"64","76","2"
"51","475","1"
"29","1164","1"
"31","1103","1"
"64","80","1"
"18","1508","1"
"14","202","1"
"3976","9449","1"
"52","267","1"
"2103","2392","1"
"7997","16293","1"
"63","119","1"
"44","708","1"
"51","493","2"
"64","90","1"
"60","216","6"
"60","217","3"
"60","218","2"
"51","495","1"
"60","219","1"
"59","251","1"
"65","66","2"
"65","68","5"
"65","69","2"
"60","225","1"
"52","473","1"
"60","227","2"
"46","662","1"
"33","246","1"
"60","202","1"
"65","76","5"
"65","77","3"
"31","1131","1"
"2","2026","1"
"2","1880","1"
"60","200","2"
"64","68","4"
"60","238","1"
"60","239","3"
"51","519","3"
"4093","6290","1"
"31","1141","2"
"31","1142","1"
"31","1143","1"
"65","89","1"
"65","90","3"
"20","1487","1"
"60","242","3"
"65","94","8"
"64","125","1"
"60","248","3"
"29","1213","1"
"60","253","3"
"65","98","2"
"63","162","1"
"28","1248","1"
"28","1249","1"
"44","751","1"
"64","129","1"
"51","539","4"
"60","261","2"
"60","262","1"
"44","753","1"
"20","1501","1"
"51","544","1"
"20","1506","1"
"60","267","4"
"64","144","3"
"2","2067","4"
"60","269","1"
"11","1790","1"
"13","1729","1"
"65","118","1"
"65","119","4"
"65","120","2"
"17","1606","1"
"31","1176","1"
"65","123","1"
"33","1116","1"
"50","590","4"
"11","1797","1"
"51","558","3"
"33","1054","1"
"2","2082","11"
"2","2083","4"
"883","40309","1"
"4146","4693","1"
"6","1962","1"
"65","133","2"
"29","1251","1"
"65","136","1"
"56","416","1"
"14","1719","1"
"65","138","1"
"2","2087","1"
"30","1223","1"
"66","90","2"
"33","1135","1"
"65","144","3"
"52","493","1"
"15","1693","1"
"65","147","4"
"10","1853","2"
"33","1141","1"
"66","119","3"
"66","120","2"
"40","891","1"
"57","401","1"
"66","123","1"
"14","1736","1"
"51","590","1"
"60","312","2"
"14","1729","1"
"2","2112","1"
"57","408","1"
"2","2108","1"
"68","69","6"
"33","1145","3"
"60","283","1"
"60","254","1"
"33","1158","2"
"50","631","1"
"57","416","1"
"68","76","8"
"68","77","3"
"51","605","2"
"60","327","1"
"51","607","1"
"51","608","3"
"51","573","1"
"66","145","2"
"50","641","1"
"66","147","4"
"15","1729","2"
"31","1231","1"
"60","335","3"
"68","89","2"
"13","1795","1"
"68","90","2"
"65","175","1"
"51","620","3"
"68","94","10"
"52","590","4"
"51","602","1"
"51","621","3"
"64","219","1"
"60","347","1"
"2072","3407","1"
"68","98","1"
"31","1249","1"
"65","196","1"
"31","1251","2"
"51","631","2"
"52","566","2"
"65","200","3"
"63","262","1"
"60","357","1"
"69","76","2"
"33","1091","1"
"2","2158","1"
"51","640","2"
"66","176","1"
"1557","19492","1"
"69","85","1"
"65","195","1"
"60","366","2"
"68","118","1"
"69","89","3"
"68","120","1"
"40","980","1"
"65","216","6"
"68","123","5"
"69","94","6"
"53","590","3"
"60","372","5"
"69","82","3"
"66","191","1"
"0","2238","1"
"51","657","3"
"2077","3389","1"
"68","133","5"
"66","195","2"
"51","656","2"
"68","136","2"
"11919","25971","1"
"29","1337","1"
"63","294","1"
"14","1813","1"
"25","1453","1"
"60","380","2"
"64","267","1"
"68","143","1"
"68","144","6"
"1007","36573","1"
"68","147","3"
"1729","14192","1"
"31","1293","1"
"69","119","3"
"14","1804","1"
"14","1820","2"
"60","401","1"
"69","123","5"
"65","248","5"
"64","280","1"
"60","350","1"
"53","620","1"
"51","641","1"
"65","253","1"
"60","408","3"
"4165","4226","1"
"33","1248","1"
"68","164","3"
"25","1488","1"
"15","1806","1"
"30","1345","1"
"51","689","2"
"65","262","1"
"68","155","1"
"68","171","1"
"60","419","1"
"66","235","1"
"60","421","1"
"69","144","11"
"8082","13850","1"
"1741","13850","1"
"68","172","1"
"68","179","1"
"60","373","1"
"51","708","2"
"2","2228","1"
"71","89","1"
"12","1919","1"
"69","154","1"
"1902","8868","1"
"1457","22663","1"
"27","1453","1"
"1179","31284","1"
"63","345","1"
"71","98","1"
"2","2235","5"
"2044","4472","1"
"46","785","1"
"68","195","1"
"51","722","1"
"68","131","2"
"51","725","7"
"2067","3756","1"
"29","1373","1"
"51","728","1"
"64","326","1"
"69","171","2"
"31","1351","1"
"43","979","1"
"20","1693","1"
"33","1292","1"
"66","270","1"
"51","735","1"
"15","1853","1"
"69","179","1"
"66","268","1"
"60","251","2"
"69","180","2"
"65","172","2"
"68","216","9"
"63","372","1"
"31","1365","2"
"51","746","2"
"51","747","1"
"51","745","3"
"51","748","1"
"51","749","1"
"56","590","2"
"64","349","1"
"51","753","4"
"30","1405","1"
"28","1465","1"
"60","467","3"
"33","1305","1"
"27","1502","1"
"69","201","1"
"65","326","2"
"73","76","3"
"68","235","3"
"69","205","2"
"60","482","3"
"66","279","1"
"15","1881","1"
"4","2209","1"
"73","80","1"
"29","1450","1"
"2","2289","1"
"31","1391","1"
"48","865","1"
"73","90","1"
"69","216","6"
"64","372","2"
"51","776","1"
"69","219","2"
"51","777","3"
"65","344","1"
"60","495","1"
"73","99","2"
"66","317","1"
"65","349","1"
"69","90","1"
"73","100","1"
"57","600","1"
"51","667","1"
"51","773","2"
"68","262","4"
"71","170","1"
"57","590","2"
"1831","11145","1"
"69","235","1"
"65","357","1"
"68","267","4"
"68","248","4"
"73","94","1"
"60","399","3"
"60","520","2"
"71","180","1"
"2067","3841","1"
"73","119","1"
"66","335","1"
"69","191","2"
"73","123","2"
"65","372","4"
"73","125","4"
"30","1453","1"
"69","248","5"
"25","1606","1"
"37","1245","1"
"69","253","4"
"68","220","2"
"6084","10398","1"
"14","1962","1"
"73","133","1"
"60","402","1"
"73","136","2"
"60","539","1"
"69","262","4"
"64","418","1"
"73","140","2"
"73","141","2"
"64","421","1"
"69","267","4"
"73","144","2"
"73","142","2"
"73","143","1"
"69","270","1"
"73","138","1"
"68","298","1"
"60","553","1"
"66","368","1"
"68","306","1"
"46","987","1"
"17644","45277","1"
"51","837","1"
"51","838","1"
"73","156","2"
"60","558","1"
"60","496","1"
"20","1797","1"
"73","155","1"
"69","283","2"
"20","1806","1"
"65","412","1"
"4","2289","1"
"65","414","3"
"60","569","2"
"59","602","1"
"65","402","1"
"76","77","9"
"65","418","3"
"57","668","1"
"69","242","1"
"43","1104","1"
"76","82","2"
"68","325","3"
"76","81","1"
"73","177","2"
"73","179","1"
"20","1823","1"
"76","87","1"
"17","1918","1"
"76","90","3"
"3686","19253","1"
"31","1487","1"
"3848","14218","1"
"76","94","6"
"65","408","1"
"68","344","2"
"68","345","2"
"76","98","2"
"73","192","1"
"69","164","2"
"60","246","2"
"31","1497","1"
"76","102","1"
"69","321","1"
"66","414","2"
"2","2400","1"
"35","1378","1"
"66","418","1"
"69","323","1"
"73","200","2"
"31","1506","1"
"73","205","1"
"31","1508","1"
"13","2067","1"
"51","889","1"
"77","79","1"
"77","80","5"
"20","1853","5"
"76","119","9"
"77","89","1"
"52","865","1"
"75","150","1"
"76","123","2"
"68","372","6"
"77","94","5"
"30","1552","1"
"51","902","1"
"69","345","2"
"76","129","7"
"68","378","3"
"76","131","9"
"20","1847","1"
"73","198","1"
"51","894","1"
"76","125","2"
"76","136","2"
"20","1873","1"
"60","631","1"
"1829","11277","1"
"69","347","2"
"2","2390","1"
"77","90","2"
"76","143","1"
"76","144","18"
"20","1881","1"
"0","2499","1"
"76","147","10"
"76","133","12"
"73","239","1"
"77","119","6"
"64","522","2"
"68","399","3"
"49","990","2"
"77","123","1"
"51","930","2"
"69","372","4"
"77","125","1"
"65","493","1"
"76","156","3"
"77","129","3"
"75","191","1"
"77","131","3"
"12","2147","1"
"76","164","4"
"51","940","1"
"68","414","1"
"77","133","7"
"23","1811","1"
"51","943","1"
"68","418","2"
"1637","17316","1"
"76","162","5"
"76","173","1"
"73","267","2"
"61","640","1"
"77","144","5"
"77","146","1"
"77","147","5"
"73","262","1"
"66","487","1"
"65","522","1"
"69","399","4"
"73","261","2"
"68","404","1"
"75","216","1"
"77","154","1"
"23","1809","1"
"68","430","5"
"77","158","1"
"73","247","1"
"71","346","1"
"76","192","1"
"73","195","2"
"64","566","1"
"2","2489","1"
"75","227","1"
"70","383","1"
"69","414","2"
"69","415","1"
"76","200","3"
"76","198","1"
"76","201","1"
"77","172","3"
"51","979","2"
"80","81","2"
"73","293","2"
"77","176","2"
"73","300","1"
"68","412","2"
"69","102","1"
"73","298","1"
"51","987","2"
"27","1722","1"
"69","431","2"
"76","179","1"
"76","216","8"
"65","558","3"
"80","94","5"
"79","125","1"
"65","561","1"
"73","269","1"
"76","186","2"
"13","2176","1"
"80","99","3"
"29","1682","1"
"75","242","1"
"60","645","1"
"51","1000","2"
"80","84","1"
"51","990","2"
"77","200","1"
"44","1224","1"
"69","450","1"
"4165","4546","1"
"73","325","1"
"14","2158","1"
"11","2249","1"
"6","2408","1"
"68","486","1"
"10","2286","1"
"4","2148","1"
"81","87","1"
"76","243","3"
"80","119","5"
"69","462","3"
"60","687","5"
"76","247","1"
"64","620","2"
"81","94","2"
"65","590","1"
"77","220","2"
"10","2288","1"
"76","253","5"
"14","2175","1"
"80","131","4"
"12","2087","1"
"80","133","6"
"81","102","1"
"60","755","2"
"51","1035","1"
"69","358","1"
"76","262","7"
"71","418","1"
"80","140","3"
"79","172","1"
"80","141","2"
"76","267","9"
"80","144","5"
"18","2067","1"
"69","486","1"
"82","85","2"
"80","138","1"
"80","143","3"
"80","150","2"
"69","491","1"
"80","142","2"
"73","367","1"
"81","123","1"
"80","155","2"
"65","620","3"
"82","94","7"
"4093","6827","3"
"77","251","3"
"82","98","1"
"25","1695","1"
"81","125","1"
"29","1723","1"
"61","753","1"
"65","630","1"
"773","44198","1"
"60","787","3"
"80","123","3"
"77","262","4"
"81","133","1"
"77","254","1"
"76","293","1"
"76","269","1"
"77","267","6"
"65","640","1"
"65","641","1"
"78","239","1"
"80","177","1"
"76","300","1"
"60","800","1"
"82","119","2"
"14","2228","1"
"24","1919","1"
"25","1853","2"
"82","123","2"
"81","155","1"
"80","187","1"
"81","156","1"
"68","561","1"
"60","809","1"
"80","191","1"
"51","1046","1"
"81","162","1"
"80","149","2"
"81","164","1"
"80","195","1"
"66","631","1"
"64","694","1"
"60","753","1"
"51","1096","3"
"68","573","5"
"76","325","3"
"73","414","1"
"15","2209","1"
"82","143","1"
"82","144","5"
"69","493","3"
"77","235","4"
"82","147","2"
"82","133","2"
"15","2148","1"
"18","2134","1"
"2","2631","1"
"14","2260","1"
"77","118","1"
"82","154","4"
"31","1736","2"
"81","187","1"
"63","745","1"
"80","220","1"
"2119","2547","1"
"81","191","1"
"51","1116","1"
"68","590","2"
"76","349","6"
"60","840","1"
"76","345","2"
"69","569","1"
"29","1804","1"
"52","1098","1"
"73","412","1"
"77","325","3"
"66","667","1"
"11862","28207","1"
"69","573","7"
"51","1135","2"
"18","2158","1"
"29","1813","1"
"29","1820","1"
"2122","2468","1"
"28","1853","1"
"33","1693","1"
"80","243","3"
"76","367","7"
"73","462","2"
"75","401","1"
"81","216","2"
"80","248","7"
"76","372","12"
"85","94","2"
"81","220","1"
"80","251","4"
"80","253","3"
"76","378","2"
"80","254","1"
"65","721","2"
"77","349","1"
"82","196","2"
"51","1152","5"
"68","631","1"
"80","261","2"
"82","200","1"
"68","620","5"
"84","119","1"
"77","348","1"
"2","2678","2"
"80","267","8"
"84","144","2"
"68","641","2"
"14","2316","1"
"77","364","2"
"29","1853","1"
"41046","41047","1"
"81","243","1"
"85","119","1"
"81","242","2"
"82","205","1"
"85","123","3"
"81","248","2"
"77","372","5"
"31","1800","2"
"31","1795","1"
"12","2391","1"
"81","253","3"
"80","284","1"
"82","224","1"
"76","408","2"
"76","412","2"
"85","133","2"
"81","259","1"
"68","657","3"
"73","508","1"
"81","262","1"
"80","294","1"
"29","1875","1"
"84","171","1"
"82","235","3"
"85","143","1"
"73","510","1"
"14","2336","2"
"60","921","3"
"85","144","3"
"20","2148","1"
"82","242","2"
"13932","29630","1"
"82","216","3"
"77","399","1"
"51","1179","1"
"53","1146","1"
"82","248","3"
"76","434","1"
"60","896","1"
"60","930","1"
"65","608","2"
"81","284","1"
"69","657","3"
"60","559","2"
"77","408","1"
"77","412","1"
"87","102","1"
"51","1220","1"
"82","155","4"
"76","419","1"
"82","262","2"
"81","294","1"
"51","1054","1"
"26","1536","1"
"82","211","1"
"77","367","4"
"82","267","2"
"49","1292","1"
"51","1231","1"
"69","659","1"
"31","1853","1"
"82","218","1"
"60","956","1"
"51","1208","1"
"60","952","2"
"77","404","1"
"86","154","1"
"76","464","1"
"60","556","1"
"30","1722","1"
"31","1785","1"
"77","248","2"
"1316","27413","1"
"51","1246","2"
"76","472","1"
"68","721","1"
"76","474","1"
"61","940","1"
"51","1251","1"
"69","133","4"
"69","692","4"
"14","2400","1"
"31","1875","1"
"31","1873","1"
"60","653","1"
"73","566","1"
"82","283","1"
"51","1260","2"
"63","889","1"
"4","2509","1"
"33","1806","1"
"69","475","1"
"85","211","1"
"18","2289","1"
"30","1918","1"
"78","155","2"
"60","990","5"
"85","216","2"
"80","372","8"
"85","218","1"
"16","2358","1"
"65","840","2"
"27","2013","1"
"86","191","14"
"89","98","1"
"51","1250","1"
"69","721","1"
"80","380","1"
"86","196","1"
"79","408","1"
"39","1655","1"
"76","508","1"
