"DRUGA","DRUGB","WEIGHT"
"76","1248","1"
"68","1497","1"
"71","1405","1"
"76","1251","3"
"94","694","2"
"68","1501","1"
"2","3545","1"
"98","558","2"
"60","1346","1"
"90","120","1"
"81","1103","1"
"73","1351","1"
"1917","9724","1"
"80","1101","1"
"14","3184","1"
"60","1093","1"
"4","3031","1"
"60","981","2"
"82","377","1"
"77","708","1"
"57","1626","1"
"80","1145","2"
"77","378","2"
"81","1116","1"
"81","1117","1"
"14","2667","1"
"2","3568","1"
"65","1616","1"
"82","655","1"
"69","1491","1"
"71","1433","1"
"94","721","8"
"82","1091","2"
"77","1249","1"
"80","1158","1"
"73","1373","1"
"89","881","1"
"69","1502","3"
"76","251","3"
"79","1194","1"
"80","1164","1"
"40","2327","1"
"98","608","1"
"77","357","1"
"76","1292","2"
"80","349","3"
"76","1294","3"
"90","861","1"
"20","3031","1"
"1853","10665","1"
"18318","24630","1"
"60","1795","1"
"81","1145","2"
"2161","2202","1"
"82","1116","1"
"98","620","3"
"98","621","1"
"68","425","1"
"69","1145","1"
"81","1152","3"
"75","1338","1"
"77","750","1"
"98","628","3"
"76","750","1"
"68","129","3"
"51","2082","1"
"1103","34977","1"
"90","881","1"
"94","758","2"
"60","1147","2"
"77","467","1"
"77","298","1"
"51","2067","1"
"49","2158","1"
"82","1135","1"
"98","641","1"
"77","1292","1"
"94","767","1"
"90","891","1"
"77","306","1"
"73","1421","1"
"94","176","3"
"57","1919","1"
"87","990","1"
"94","773","1"
"85","1054","1"
"94","776","1"
"40","2448","1"
"77","1305","1"
"76","1337","1"
"76","1323","1"
"84","1091","1"
"76","520","1"
"68","364","2"
"68","810","2"
"82","1147","1"
"30","2770","1"
"82","1093","1"
"89","943","1"
"94","159","1"
"98","413","1"
"84","1101","1"
"98","667","2"
"91","885","1"
"94","563","3"
"76","1353","2"
"68","1106","1"
"2","3649","1"
"57","1825","1"
"39028","39029","1"
"96","332","1"
"69","400","1"
"90","926","1"
"65","667","2"
"60","1792","1"
"40","2479","1"
"77","667","1"
"31","2760","1"
"68","753","2"
"50","2173","1"
"43","2391","1"
"60","1745","4"
"80","1246","1"
"51","2146","1"
"51","2147","1"
"76","1373","1"
"80","1250","1"
"80","1251","1"
"98","694","1"
"60","1873","1"
"31","2770","2"
"60","1875","1"
"14","2482","2"
"4","3313","1"
"89","979","2"
"51","2157","1"
"69","376","2"
"60","1475","1"
"18","3184","1"
"26","2559","1"
"51","2148","1"
"76","399","3"
"33","2372","1"
"4052","7722","1"
"82","975","1"
"76","573","2"
"94","836","2"
"85","1116","1"
"102","590","1"
"80","145","5"
"51","2173","1"
"69","1616","1"
"60","1896","1"
"73","1494","1"
"57","1613","1"
"51","2178","1"
"98","722","2"
"51","1004","1"
"81","1251","1"
"31","2801","1"
"90","974","1"
"90","975","2"
"20","3146","2"
"82","1225","1"
"2158","2400","1"
"69","1305","1"
"2158","2408","1"
"82","1228","1"
"84","1158","1"
"85","1135","1"
"90","984","1"
"20","2209","1"
"26","2760","1"
"90","987","1"
"118","120","1"
"91","943","1"
"90","990","1"
"15","3313","1"
"1622","19036","1"
"77","1120","1"
"65","173","2"
"69","1346","1"
"1467","23824","1"
"57","1425","1"
"57","1391","1"
"6084","11793","1"
"118","132","1"
"118","133","3"
"98","754","2"
"1453","24283","1"
"118","136","1"
"99","725","2"
"51","2209","1"
"102","635","1"
"99","728","3"
"65","559","1"
"31","2833","1"
"4","3677","1"
"102","144","2"
"68","1695","1"
"51","2213","1"
"51","1404","1"
"68","708","1"
"77","430","1"
"94","894","2"
"119","120","4"
"94","896","1"
"76","1455","3"
"119","123","6"
"119","124","1"
"119","125","9"
"98","774","2"
"99","746","1"
"82","194","1"
"65","1800","2"
"90","1029","1"
"119","131","10"
"51","2240","1"
"119","133","10"
"76","1466","1"
"119","135","2"
"119","136","1"
"118","165","1"
"2108","2689","1"
"90","372","1"
"90","1033","1"
"77","1323","1"
"60","1305","1"
"119","143","4"
"119","144","13"
"82","1292","2"
"77","745","3"
"119","147","8"
"68","1729","4"
"119","149","2"
"90","1046","1"
"77","1453","1"
"80","1361","1"
"77","1455","2"
"99","498","1"
"12","3469","1"
"119","156","1"
"51","2264","1"
"82","1305","1"
"1997","7477","1"
"94","935","3"
"118","191","1"
"119","162","2"
"9449","38613","1"
"76","1497","2"
"119","165","5"
"9449","38610","1"
"120","136","1"
"94","943","1"
"76","1502","2"
"118","195","2"
"51","2278","1"
"60","2000","1"
"60","1996","1"
"51","2267","4"
"31","1868","1"
"119","176","2"
"94","937","1"
"120","147","2"
"69","1729","6"
"119","180","2"
"24","3123","1"
"119","179","3"
"81","1361","1"
"120","152","1"
"120","133","2"
"77","1487","1"
"65","1120","1"
"3523","25730","1"
"9449","38611","1"
"51","2270","1"
"51","2293","1"
"119","192","1"
"76","1120","1"
"60","1120","2"
"77","1497","1"
"60","750","1"
"68","400","1"
"119","198","2"
"29","2979","1"
"119","200","3"
"94","975","1"
"82","268","1"
"94","158","1"
"82","1351","2"
"83","1321","1"
"28","3026","1"
"120","176","1"
"89","1135","1"
"20","3278","1"
"65","1323","1"
"119","211","2"
"94","987","1"
"14","2340","1"
"94","989","2"
"113","401","1"
"27","3067","1"
"119","216","11"
"119","218","2"
"68","1800","2"
"99","840","2"
"119","220","1"
"68","1803","1"
"120","191","1"
"1969","8410","1"
"94","139","2"
"120","195","1"
"120","196","1"
"9449","38612","1"
"102","753","1"
"7866","22217","1"
"120","200","1"
"84","1316","2"
"6193","8547","1"
"6193","8548","1"
"6193","8549","1"
"6193","8550","1"
"6193","8551","1"
"6193","8552","1"
"6193","8553","1"
"6193","8554","1"
"6193","8555","1"
"6193","8556","1"
"10","3622","1"
"49","2408","1"
"68","1823","1"
"90","1144","1"
"119","241","3"
"65","1919","1"
"94","1018","1"
"89","1179","1"
"113","431","1"
"119","251","7"
"119","253","4"
"90","1143","1"
"123","131","2"
"119","235","5"
"123","133","5"
"95","987","1"
"119","258","2"
"2077","5077","1"
"52","2317","1"
"119","262","4"
"119","248","8"
"90","1135","1"
"51","2337","1"
"90","1165","1"
"119","267","6"
"123","144","6"
"123","145","1"
"65","1943","1"
"123","147","4"
"94","1046","2"
"53","2316","1"
"123","150","2"
"66","1918","1"
"69","1820","1"
"123","143","5"
"89","1208","1"
"94","1054","2"
"98","930","1"
"12","3570","1"
"119","282","1"
"51","2391","1"
"119","269","3"
"120","253","1"
"124","131","1"
"123","162","1"
"123","149","1"
"1792","13961","1"
"53","2336","1"
"118","267","2"
"98","943","2"
"119","293","2"
"119","294","1"
"123","165","2"
"119","295","2"
"86","1320","3"
"89","1228","1"
"120","268","5"
"124","144","1"
"51","2409","1"
"1902","10562","2"
"119","300","1"
"85","1292","1"
"119","239","2"
"1647","18468","1"
"99","912","1"
"90","1116","1"
"51","2416","2"
"123","186","1"
"119","311","2"
"1791","13961","1"
"94","1088","1"
"118","344","1"
"90","1213","1"
"43","2666","1"
"3907","13961","1"
"60","2147","2"
"89","1249","1"
"35","2924","1"
"124","166","1"
"124","164","1"
"124","165","1"
"123","200","1"
"69","1875","2"
"119","325","3"
"14","3582","1"
"94","1103","3"
"125","133","3"
"14","3564","1"
"124","176","1"
"52","2408","2"
"89","1263","1"
"60","2108","1"
"123","211","1"
"125","135","1"
"125","136","2"
"90","1231","1"
"76","1672","1"
"123","216","14"
"94","1116","2"
"120","311","1"
"94","1117","1"
"123","217","2"
"119","345","2"
"119","346","3"
"118","372","2"
"120","317","1"
"125","162","2"
"91","1218","2"
"98","992","1"
"123","218","13"
"120","312","1"
"119","326","3"
"98","1000","1"
"69","1896","1"
"125","156","2"
"125","172","4"
"123","235","2"
"125","174","1"
"51","2468","2"
"76","1695","1"
"120","326","1"
"126","147","1"
"14","3620","1"
"120","335","1"
"80","1576","1"
"125","179","1"
"73","1785","2"
"94","1145","2"
"126","144","1"
"119","372","10"
"123","248","2"
"52","2451","1"
"120","344","1"
"98","972","1"
"123","253","1"
"125","191","2"
"81","1557","1"
"33","3031","1"
"118","412","1"
"119","367","6"
"96","1096","36"
"125","192","1"
"123","261","2"
"123","262","2"
"118","418","2"
"94","1135","1"
"100","912","1"
"125","198","1"
"125","205","1"
"123","267","2"
"73","1804","1"
"96","1097","2"
"11","3733","1"
"124","241","1"
"2161","2631","1"
"113","583","1"
"119","399","3"
"73","1820","1"
"100","837","1"
"127","154","1"
"120","372","1"
"94","1179","1"
"119","402","2"
"76","1729","2"
"123","282","1"
"126","191","1"
"125","220","1"
"119","410","2"
"94","1180","2"
"119","412","3"
"90","1176","1"
"119","408","1"
"64","2120","1"
"119","415","1"
"125","176","1"
"1977","8356","2"
"71","1907","1"
"77","1722","1"
"69","1971","1"
"3435","28643","1"
"73","1813","1"
"60","2238","1"
"125","239","1"
"77","402","1"
"99","837","1"
"119","428","1"
"2044","6290","1"
"98","990","2"
"18","2386","1"
"57","2354","1"
"94","1208","1"
"1516","22663","1"
"14","3570","1"
"125","247","1"
"18","2083","1"
"90","1337","1"
"96","1152","22"
"1179","33116","1"
"129","131","5"
"124","287","1"
"129","133","6"
"119","444","3"
"120","414","1"
"124","291","1"
"1179","33117","1"
"37","2800","1"
"124","294","1"
"120","418","2"
"94","1225","1"
"14","3697","1"
"64","2158","1"
"129","144","3"
"125","269","2"
"129","146","1"
"129","147","8"
"120","412","1"
"129","149","3"
"102","987","1"
"26","3344","1"
"119","462","1"
"102","990","1"
"122","350","1"
"76","1795","1"
"1932","9799","1"
"129","156","1"
"129","158","1"
"125","282","1"
"76","1803","3"
"119","471","1"
"123","345","1"
"123","346","2"
"94","1249","1"
"12","3792","1"
"94","1251","2"
"89","1407","1"
"76","1811","1"
"76","1809","1"
"124","325","1"
"89","1405","1"
"125","293","2"
"129","173","1"
"129","174","2"
"65","2158","1"
"129","176","1"
"77","1789","1"
"60","2289","2"
"50","2628","1"
"125","298","1"
"123","367","2"
"31","3184","1"
"76","1820","2"
"14","3473","1"
"9405","40309","1"
"119","496","1"
"123","372","5"
"97","1179","1"
"77","1800","1"
"3974","12057","1"
"125","300","1"
"90","1373","1"
"129","193","1"
"51","2611","3"
"131","133","11"
"120","474","2"
"123","380","1"
"119","508","1"
"50","1868","1"
"127","262","1"
"129","200","2"
"125","325","1"
"119","510","2"
"129","201","1"
"131","143","2"
"131","144","9"
"39","2997","1"
"131","146","1"
"131","147","7"
"76","1853","1"
"131","149","3"
"119","519","2"
"123","399","2"
"89","1453","2"
"82","1672","1"
"129","216","4"
"123","402","1"
"98","1179","2"
"73","1949","1"
"131","158","1"
"129","220","2"
"70","2051","1"
"1182","33116","1"
"131","162","2"
"1182","33117","1"
"132","133","1"
"131","165","2"
"14","3793","1"
"123","415","1"
"76","1873","1"
"120","510","1"
"76","1875","1"
"60","2336","3"
"60","2373","1"
"94","1292","2"
"33","3146","1"
"123","408","2"
"131","176","4"
"76","1804","1"
"52","2599","1"
"52","2628","1"
"120","520","2"
"125","367","3"
"120","522","3"
"13","3841","1"
"119","520","4"
"51","2620","1"
"129","248","2"
"119","558","4"
"129","249","1"
"129","245","1"
"60","2391","1"
"0","4216","1"
"125","372","2"
"120","519","2"
"119","566","2"
"120","521","1"
"129","243","1"
"133","135","2"
"119","569","1"
"120","495","1"
"68","1853","2"
"94","1320","1"
"101","1096","3"
"129","264","1"
"94","1231","3"
"129","267","2"
"133","144","13"
"133","145","1"
"133","143","1"
"133","147","5"
"53","2628","1"
"133","149","4"
"64","2289","2"
"76","1813","1"
"94","1361","1"
"129","262","2"
"125","399","1"
"129","273","2"
"73","1896","1"
"82","1693","2"
"131","220","1"
"11","3731","1"
"125","408","1"
"123","471","1"
"129","150","2"
"101","1152","1"
"125","412","1"
"4209","4881","2"
"131","225","2"
"13698","38389","1"
"98","1208","2"
"90","1487","1"
"14","3859","1"
"1532","22338","1"
"133","172","3"
"118","502","1"
"119","608","4"
"25","3313","1"
"133","176","3"
"123","487","1"
"29","3102","1"
"131","241","1"
"131","242","2"
"131","243","1"
"123","491","1"
"81","1795","1"
"125","431","1"
"2059","6015","2"
"131","248","8"
"119","620","12"
"2172","2515","1"
"124","467","1"
"65","2288","2"
"131","253","4"
"2","4243","2"
"31","3354","1"
"133","193","1"
"2","4246","1"
"119","630","2"
"118","641","1"
"99","1246","1"
"89","1563","1"
"59","2494","1"
"129","325","3"
"99","1250","1"
"4209","4898","1"
"6258","6916","1"
"131","267","6"
"85","1693","1"
"126","414","1"
"119","621","1"
"119","642","1"
"125","430","1"
"133","211","1"
"119","646","2"
"2148","3031","1"
"125","462","1"
"129","338","1"
"133","216","1"
"98","1266","1"
"124","497","1"
"133","218","1"
"133","220","1"
"131","255","1"
"119","656","1"
"119","657","2"
"131","150","1"
"133","180","2"
"82","1806","1"
"2","4288","1"
"133","225","2"
"129","298","1"
"123","540","1"
"40","3113","1"
"76","1999","1"
"136","140","5"
"136","141","6"
"133","235","1"
"136","143","3"
"94","1293","1"
"120","641","1"
"119","667","1"
"129","364","3"
"133","150","3"
"133","242","4"
"125","491","1"
"131","251","5"
"31","3407","1"
"133","245","2"
"129","235","2"
"133","248","10"
"136","156","1"
"120","653","1"
"123","561","1"
"133","251","5"
"20","3690","1"
"133","253","4"
"119","689","2"
"15","3859","1"
"120","645","1"
"66","2329","1"
"68","2264","2"
"125","508","1"
"51","2803","1"
"133","262","7"
"96","1410","36"
"131","325","4"
"125","510","1"
"123","573","1"
"133","267","9"
"131","239","1"
"64","2408","1"
"133","269","2"
"98","921","1"
"0","4395","1"
"133","273","2"
"119","357","1"
"136","179","1"
"129","399","1"
"77","2013","1"
"94","1487","1"
"133","279","1"
"123","590","1"
"118","745","1"
"82","1863","1"
"135","220","1"
"131","345","1"
"136","192","1"
"96","1433","1"
"125","520","1"
"136","195","3"
"77","2022","1"
"75","2087","1"
"136","198","1"
"137","162","1"
"2","3976","1"
"119","728","3"
"138","140","1"
"138","141","1"
"138","142","1"
"138","143","1"
"138","144","3"
"65","2408","1"
"68","2316","1"
"131","364","2"
"82","1881","1"
"131","360","1"
"69","2289","3"
"40","3189","1"
"129","430","1"
"77","2044","1"
"129","418","3"
"89","1674","1"
"131","372","8"
"119","745","4"
"119","746","4"
"136","218","5"
"125","563","1"
"123","620","2"
"133","311","2"
"125","566","1"
"137","192","1"
"119","754","1"
"98","1405","2"
"68","2336","3"
"98","1398","1"
"2059","6154","1"
"119","753","2"
"138","171","1"
"138","172","1"
"85","1806","1"
"124","608","1"
"123","640","2"
"66","2408","1"
"138","177","1"
"3846","16302","1"
"98","1404","1"
"139","143","1"
"133","335","2"
"131","399","1"
"138","155","1"
"131","401","1"
"131","402","1"
"129","464","1"
"119","776","1"
"122","123","1"
"60","2607","1"
"119","773","6"
"125","558","3"
"123","621","1"
"138","193","1"
"129","472","1"
"138","195","1"
"3577","24406","1"
"69","2336","1"
"119","787","2"
"131","380","1"
"75","2108","1"
"123","656","1"
"133","357","2"
"140","141","17"
"140","142","11"
"140","143","13"
"16","3987","1"
"82","1943","1"
"136","269","1"
"76","2131","1"
"131","349","3"
"119","800","1"
"133","367","5"
"123","657","1"
"87","1795","1"
"79","2044","1"
"138","216","2"
"133","372","9"
"125","621","1"
"129","495","1"
"140","155","1"
"119","810","1"
"133","349","3"
"138","202","1"
"123","689","1"
"77","1996","1"
"125","608","2"
"123","692","3"
"125","631","1"
"120","787","1"
"4226","4546","1"
"80","2029","1"
"136","293","1"
"5317","36291","1"
"69","2373","1"
"141","142","16"
"141","143","13"
"5317","36290","1"
"136","300","1"
"140","177","2"
"129","519","1"
"119","829","1"
"129","521","1"
"125","646","1"
"133","399","3"
"125","620","3"
"131","418","2"
"133","402","4"
"141","155","1"
"69","558","1"
"131","467","2"
"129","485","1"
"94","1616","1"
"131","469","1"
"76","2176","1"
"125","657","2"
"133","408","1"
"131","474","1"
"140","195","1"
"2022","7388","1"
"129","349","1"
"138","261","1"
"73","2277","1"
"82","1999","1"
"136","325","1"
"98","1180","1"
"77","2157","1"
"142","143","7"
"2158","3184","1"
"133","421","1"
"138","267","1"
"141","177","2"
"119","861","1"
"141","180","1"
"124","708","1"
"78","1145","1"
"118","896","1"
"133","431","1"
"2067","6015","1"
"142","155","1"
"98","1520","1"
"89","1800","1"
"94","1645","1"
"66","2515","1"
"80","2082","1"
"77","2176","1"
"125","689","1"
"126","659","4"
"123","753","2"
"51","2986","1"
"20","3948","1"
"141","195","1"
"57","2803","1"
"85","1881","1"
"135","372","3"
"139","264","1"
"129","404","1"
"136","344","1"
"136","360","7"
"143","144","2"
"119","889","1"
"142","177","3"
"119","891","1"
"131","520","3"
"136","366","2"
"136","367","2"
"40","3344","1"
"119","896","2"
"123","773","1"
"94","1502","2"
"136","372","1"
"141","218","9"
"133","347","1"
"143","155","1"
"123","779","1"
"119","894","1"
"90","1804","1"
"124","751","1"
"125","721","2"
"143","164","1"
"124","753","1"
"73","2336","2"
"142","195","1"
"140","261","1"
"2178","2620","3"
"138","325","1"
"118","945","1"
"133","482","1"
"129","607","1"
"129","608","3"
"20","3987","1"
"94","1695","2"
"143","177","1"
"144","147","11"
"133","474","3"
"144","149","6"
"133","485","1"
"100","1494","1"
"120","896","1"
"68","2509","2"
"144","154","8"
"131","558","4"
"143","186","2"
"142","218","11"
"1977","8868","1"
"131","496","1"
"125","746","1"
"96","1649","14"
"4209","5219","1"
"80","2147","1"
"144","164","4"
"144","165","4"
"131","563","3"
"136","412","2"
"119","943","4"
"141","261","1"
"136","418","1"
"144","171","1"
"81","2122","1"
"144","173","2"
"141","267","11"
"129","640","2"
"144","176","1"
"136","415","1"
"145","147","6"
"94","1729","1"
"145","149","3"
"123","829","1"
"131","585","1"
"77","2260","1"
"69","2509","1"
"143","216","5"
"143","217","2"
"143","218","9"
"133","528","2"
"133","520","5"
"143","211","1"
"137","408","1"
"143","195","2"
"144","172","6"
"89","1896","1"
"131","598","1"
"126","754","2"
"77","2273","1"
"137","412","1"
"142","261","1"
"144","200","3"
"144","201","2"
"119","974","1"
"119","975","2"
"143","235","2"
"131","608","2"
"142","267","6"
"120","930","1"
"76","2316","2"
"94","1693","1"
"136","452","1"
"77","2288","1"
"144","211","2"
"14","4243","1"
"13","4275","1"
"119","990","2"
"144","216","10"
"131","620","4"
"143","248","3"
"144","219","3"
"146","158","1"
"123","872","1"
"133","563","3"
"138","408","1"
"144","218","2"
"144","225","3"
"76","2334","1"
"123","868","2"
"76","2336","4"
"138","414","1"
"143","261","1"
"2067","6154","1"
"138","418","1"
"144","205","2"
"136","476","2"
"144","235","3"
"140","360","3"
"14","4246","1"
"146","176","1"
"143","267","2"
"119","987","2"
"1738","16363","1"
"147","149","4"
"144","243","8"
"131","646","3"
"80","2228","1"
"98","1672","1"
"1990","8556","1"
"133","561","1"
"133","590","1"
"81","2175","1"
"144","251","4"
"125","840","2"
"144","253","8"
"4209","5311","1"
"144","254","1"
"144","241","1"
"119","1029","2"
"144","248","11"
"94","1809","1"
"90","1919","1"
"124","881","1"
"144","262","9"
"136","510","1"
"144","264","1"
"77","2336","3"
"143","297","1"
"144","267","18"
"141","360","4"
"145","235","1"
"136","508","1"
"119","1046","2"
"147","173","2"
"141","366","2"
"36","3622","1"
"81","2228","1"
"80","2260","1"
"144","276","1"
"137","485","1"
"133","620","5"
"144","280","1"
"64","2760","2"
"146","220","1"
"129","747","1"
"129","746","1"
"4243","4288","1"
"80","2264","2"
"129","749","1"
"129","753","2"
"123","940","1"
"131","692","1"
"140","414","1"
"145","251","2"
"147","200","5"
"144","294","1"
"133","635","1"
"133","631","2"
"75","2391","1"
"129","748","1"
"144","284","3"
"123","896","2"
"76","2409","1"
"143","332","1"
"37","3620","1"
"94","1853","1"
"149","150","5"
"89","1875","1"
"138","487","1"
"133","621","2"
"147","216","5"
"98","1736","3"
"65","2760","3"
"13","4373","1"
"119","1088","1"
"18","4210","1"
"129","774","2"
"1990","8626","1"
"147","224","1"
"131","721","2"
"140","415","2"
"149","165","1"
"141","414","1"
"133","558","5"
"149","162","2"
"120","990","4"
"131","728","2"
"144","326","1"
"125","861","1"
"147","235","3"
"143","360","13"
"146","267","1"
"123","981","1"
"52","3118","2"
"136","566","1"
"138","520","1"
"143","366","2"
"147","243","3"
"123","987","1"
"141","431","1"
"143","370","1"
"40","3564","1"
"143","372","2"
"119","1116","2"
"131","746","1"
"131","747","1"
"131","748","1"
"131","749","1"
"143","378","1"
"131","751","1"
"149","193","1"
"131","753","1"
"131","754","2"
"140","476","3"
"91","1996","2"
"66","2772","1"
"147","262","3"
"31","3859","1"
"3195","36847","1"
"142","414","1"
"137","573","1"
"144","345","1"
"94","1875","1"
"135","620","2"
"97","1820","1"
"144","364","2"
"2178","2847","3"
"119","1141","3"
"144","367","7"
"18","4246","1"
"143","399","2"
"124","990","1"
"125","924","1"
"144","372","27"
"18","4243","1"
"118","1179","1"
"129","840","3"
"141","469","4"
"131","770","2"
"144","378","5"
"135","657","1"
"129","754","1"
"136","608","2"
"133","657","4"
"131","786","1"
"143","414","3"
"144","349","15"
"143","402","1"
"146","325","1"
"4209","5445","1"
"44","3489","1"
"143","415","1"
"149","200","1"
"125","975","1"
"149","238","1"
"136","641","1"
"123","1046","2"
"96","1884","5"
"135","621","2"
"149","243","2"
"144","399","10"
"144","400","3"
"31","3903","1"
"150","216","2"
"144","402","2"
"68","2760","5"
"143","408","1"
"149","251","2"
"80","2391","2"
"144","408","3"
"77","2471","1"
"147","317","4"
"141","476","1"
"125","896","1"
"144","413","4"
"143","367","3"
"144","415","1"
"133","754","4"
"144","414","3"
"123","1054","2"
"125","987","1"
"143","451","3"
"143","452","2"
"144","421","3"
"73","2471","1"
"152","176","1"
"65","2868","1"
"146","364","1"
"57","3123","1"
"147","335","2"
"144","428","1"
"141","523","3"
"2147","3873","1"
"30","3966","1"
"133","774","2"
"143","410","1"
"120","1179","1"
"51","3313","2"
"129","902","1"
"123","1088","1"
"143","469","15"
"149","282","1"
"136","689","1"
"136","519","1"
"125","912","1"
"144","444","1"
"143","476","3"
"51","3329","1"
"133","773","5"
"119","1213","1"
"144","449","1"
"144","450","1"
"133","656","1"
"101","1649","1"
"4243","4246","1"
"120","1143","1"
"96","1943","6"
"120","1164","1"
"52","3189","1"
"141","415","1"
"147","366","1"
"80","2416","1"
"4210","5297","1"
"150","276","1"
"125","974","1"
"144","344","1"
"129","930","1"
"2050","6916","1"
"144","467","3"
"89","2173","1"
"119","1054","2"
"120","1004","1"
"90","1820","1"
"144","282","1"
"125","891","1"
"144","474","2"
"123","1116","1"
"119","1251","2"
"147","248","5"
"141","571","1"
"125","837","1"
"147","251","1"
"119","1103","1"
"2146","3785","1"
"145","262","3"
"123","1135","2"
"119","1260","1"
"144","486","1"
"136","735","1"
"144","335","2"
"153","195","1"
"90","1813","1"
"143","431","1"
"147","399","2"
"102","1795","1"
"144","494","1"
"144","495","1"
"144","496","3"
"83","2388","1"
"20","4089","1"
"131","902","1"
"76","2607","2"
"154","191","2"
"149","346","1"
"76","2083","2"
"147","201","1"
"147","412","1"
"133","846","1"
"147","414","4"
"80","1457","1"
"143","540","2"
"60","3113","1"
"129","921","1"
"68","2868","1"
"143","544","2"
"129","979","3"
"154","205","1"
"81","2468","1"
"60","3121","1"
"145","487","1"
"144","519","6"
"119","1292","3"
"119","1293","3"
"120","1013","1"
"141","616","1"
"131","926","2"
"147","431","2"
"129","990","2"
"131","930","1"
"155","187","1"
"144","528","1"
"154","219","1"
"35","3907","1"
"155","191","1"
"131","921","1"
"51","3417","1"
"2134","4210","1"
"155","195","1"
"147","444","1"
"133","689","1"
"141","617","1"
"119","1305","1"
"94","1881","1"
"149","372","2"
"138","728","2"
"43","3570","1"
"143","573","1"
"155","177","1"
"100","1896","1"
"31","4036","1"
"138","725","1"
"119","1135","1"
"154","235","1"
"7887","22663","1"
"64","3033","1"
"149","399","1"
"143","558","2"
"133","894","1"
"123","1208","1"
"149","402","1"
"120","1293","1"
"155","216","3"
"155","220","2"
"119","1337","1"
"125","1152","1"
"156","192","1"
"147","472","1"
"144","566","1"
"147","474","2"
"123","894","1"
"138","752","1"
"129","1035","1"
"156","198","1"
"154","262","2"
"98","1999","1"
"6229","8547","1"
"6229","8548","1"
"6229","8549","1"
"6229","8550","1"
"123","1223","1"
"6229","8552","1"
"6229","8553","1"
"6229","8554","1"
"6229","8555","1"
"6229","8556","1"
"155","243","2"
"143","615","1"
"147","487","1"
"131","990","1"
"6229","8551","1"
"155","248","2"
"143","620","3"
"51","3471","1"
"132","943","2"
"151","331","1"
"155","253","2"
"123","1231","1"
"80","2580","1"
"125","1180","2"
"123","1249","1"
"149","444","1"
"123","1251","1"
"140","725","9"
"155","261","3"
"147","495","1"
"99","1999","2"
"131","1007","3"
"155","262","2"
"143","617","1"
"155","267","2"
"144","608","2"
"158","176","1"
"63","3121","1"
"10354","11782","1"
"141","706","7"
"140","728","1"
"131","1018","3"
"158","181","5"
"136","829","1"
"147","522","1"
"141","712","1"
"144","620","11"
"155","280","1"
"144","621","4"
"139","777","2"
"125","1213","1"
"141","708","1"
"155","284","2"
"14","4656","1"
"31","4076","1"
"51","3511","2"
"118","1391","4"
"143","656","1"
"141","725","14"
"131","1035","3"
"119","1408","1"
"155","294","1"
"144","636","1"
"89","2336","1"
"141","728","1"
"156","267","2"
"133","980","2"
"98","2067","2"
"156","269","1"
"131","1046","4"
"142","706","8"
"154","325","1"
"123","1294","1"
"143","657","1"
"136","896","2"
"136","891","1"
"125","1194","1"
"133","992","1"
"156","280","1"
"147","539","1"
"158","220","1"
"147","561","1"
"156","179","1"
"1152","34945","1"
"16544","16546","1"
"143","689","1"
"123","1305","1"
"147","540","1"
"144","662","1"
"142","725","13"
"81","2607","1"
"156","293","1"
"142","728","1"
"155","326","1"
"89","2373","1"
"129","1128","1"
"146","608","2"
"125","1259","1"
"156","300","1"
"155","254","1"
"65","3123","1"
"89","2289","1"
"65","3125","1"
"118","1405","1"
"94","2228","1"
"129","1143","1"
"119","1455","2"
"143","712","1"
"154","372","2"
"147","590","1"
"77","2760","3"
"131","1088","2"
"139","840","1"
"144","687","3"
"154","378","1"
"16545","16546","1"
"143","721","1"
"126","1248","1"
"144","692","3"
"153","414","2"
"144","694","2"
"143","725","6"
"76","2801","1"
"143","728","2"
"156","326","1"
"136","941","1"
"147","607","2"
"158","267","2"
"147","608","1"
"156","325","3"
"144","689","2"
"118","1501","1"
"119","1453","2"
"123","1292","1"
"133","1046","2"
"154","399","4"
"94","2260","1"
"144","656","1"
"16544","16545","1"
"155","372","3"
"133","1054","2"
"60","3319","1"
"125","1029","2"
"14","4642","1"
"149","563","1"
"69","2666","1"
"154","220","1"
"17","4280","1"
"119","1497","3"
"94","2273","1"
"162","165","2"
"144","722","1"
"51","3473","1"
"136","974","1"
"76","2833","1"
"158","159","4"
"162","172","1"
"125","1320","1"
"129","1007","1"
"147","640","2"
"119","1508","1"
"77","2812","1"
"119","1391","3"
"136","975","1"
"94","2288","1"
"94","2289","2"
"31","4243","2"
"131","1141","3"
"69","3067","1"
"31","4246","1"
"156","372","3"
"144","745","3"
"155","405","1"
"82","2666","1"
"6290","6827","1"
"162","191","1"
"120","1323","1"
"119","1373","1"
"96","2240","1"
"144","753","5"
"144","754","4"
"123","1405","1"
"144","755","1"
"120","1501","1"
"162","200","1"
"158","325","1"
"154","450","1"
"155","414","1"
"155","421","1"
"133","1104","2"
"6065","13821","1"
"127","1292","1"
"94","2316","1"
"2203","2473","1"
"136","1001","1"
"125","1337","1"
"143","801","1"
"155","430","2"
"144","667","3"
"144","773","6"
"149","564","1"
"149","620","2"
"162","218","2"
"144","657","4"
"133","1116","1"
"143","810","1"
"123","1421","2"
"136","1029","1"
"162","221","2"
"82","2209","1"
"129","1249","1"
"147","692","4"
"164","166","1"
"147","694","1"
"73","2986","1"
